Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
35L.F,Pherecydes Pharma Société anonyme,1.8750,-0.0550,-2.85%,"1,600",32,14.845M,N/A
BTPC.F,Active Biotech AB (publ),0.0589,-0.0023,-3.76%,"12,500",968,15.617M,N/A
UDJP.F,"Applied DNA Sciences, Inc.",1.1920,+0.0010,+0.08%,640,63,15.584M,N/A
NZCA.F,Provexis plc,0.0050,0.0000,0.00%,"10,000",0,15.548M,N/A
MOLA.F,"Moleculin Biotech, Inc.",0.5150,-0.1850,-26.43%,"2,000",37,15.322M,N/A
VV5.F,"Vext Science, Inc.",0.1740,-0.0010,-0.57%,"3,431",60,15.314M,3.48
1X8.F,Melodiol Global Health Limited,0.0020,0.0000,0.00%,"58,165","35,122",15.303M,N/A
09R0.MU,"Skye Bioscience, Inc.",0.0135,+0.0005,+3.85%,"11,700","4,205",15.337M,N/A
0K3.F,"TFF Pharmaceuticals, Inc.",0.4140,+0.0140,+3.50%,640,11,16.238M,N/A
5SS0.F,Simply Better Brands Corp.,0.2000,-0.0180,-8.26%,"3,666",64,14.959M,N/A
4OR1.F,"Organovo Holdings, Inc.",1.6260,-0.1440,-8.14%,200,36,14.17M,N/A
ECQ.F,PharmAust Limited,0.0400,+0.0010,+2.56%,5,"10,965",14.886M,N/A
HY1N.F,"Ontrak, Inc.",0.4938,+0.0506,+11.42%,500,359,14.808M,N/A
IGS1.F,"IGC Pharma, Inc.",0.2600,0.0000,0.00%,"3,000",163,14.759M,N/A
NTP.F,Abliva AB (publ),0.0093,-0.0036,-27.91%,"1,000",17,14.921M,N/A
5V7.F,VentriPoint Diagnostics Ltd.,0.0865,-0.0010,-1.14%,"12,000",333,14.516M,N/A
9PL.F,GENinCode Plc,0.1440,-0.0010,-0.69%,200,0,14.484M,N/A
0ZF0.F,"Goodness Growth Holdings, Inc.",0.1270,-0.0130,-9.29%,"25,000","1,670",14.876M,N/A
3HB.SG,Hybrigenics SA,0.0470,-0.0006,-1.26%,0,0,14.244M,N/A
BT1.F,BioSenic S.A.,0.0972,-0.0008,-0.82%,"1,267",66,14.257M,N/A
I3F.F,"Infinity Pharmaceuticals, Inc.",0.1542,+0.0082,+5.62%,"1,078",18,14.193M,N/A
DBI.F,Deutsche Biotech Innovativ AG,14.70,+0.70,+5.00%,30,8,13.925M,N/A
L020.F,Britannia Life Sciences Inc.,0.0680,-0.0040,-5.56%,N/A,0,13.913M,N/A
R5XA.F,"AcelRx Pharmaceuticals, Inc.",1.1100,+0.0140,+1.28%,"2,000",532,13.776M,0.19
65G.F,NextCell Pharma AB,0.3520,+0.0150,+4.45%,"2,000",35,15.128M,N/A
61R.F,Euromedis Groupe,4.4700,+0.1200,+2.76%,200,6,13.397M,N/A
V9Z.F,"Aceragen, Inc.",1.5600,-0.0600,-3.70%,"4,690",82,13.141M,N/A
7UK0.F,Babylon Holdings Limited,0.5000,+0.0080,+1.63%,"1,000",247,13.312M,N/A
3D0A.F,Telo Genomics Corp.,0.1770,-0.0020,-1.12%,"25,000",0,13.63M,N/A
FZX0.F,"Ainos, Inc.",0.6640,+0.0180,+2.79%,3,0,13.307M,N/A
7CC.F,Check-Cap Ltd.,2.2200,-0.1600,-6.72%,300,285,13.3M,N/A
SO6.F,Hydreight Technologies Inc.,0.3260,-0.0300,-8.43%,N/A,0,13.249M,N/A
0T01.F,TILT Holdings Inc.,0.0250,+0.0050,+25.00%,906,181,11.508M,N/A
BIG1.F,Bio-Gate AG,1.5600,+0.0400,+2.63%,"3,000",94,13.561M,N/A
8VP1.F,Avricore Health Inc.,0.1250,0.0000,0.00%,"5,220",0,12.614M,N/A
H5O.F,MGC Pharmaceuticals Limited,0.0036,0.0000,0.00%,"530,000","18,442",12.609M,N/A
1JAA.F,"Jaguar Health, Inc.",0.6150,-0.0050,-0.81%,"5,900","4,524",12.219M,N/A
PQB.SG,Pure Biologics Spólka Akcyjna,3.6600,-0.0200,-0.54%,0,0,12.367M,N/A
S1K.MU,Predictive Oncology Inc.,3.0600,+0.0600,+2.00%,3,59,12.256M,N/A
QTNA.F,Titan Medical Inc.,0.1060,+0.0030,+2.91%,330,275,12.204M,N/A
BP2A.F,Dominari Holdings Inc.,2.5800,-0.0200,-0.77%,100,1,12.106M,N/A
7C8.F,Invion Limited,0.0010,-0.0010,-50.00%,"40,000","1,051",12.086M,N/A
0I10.F,MyHealthChecked PLC,0.2030,+0.0165,+8.85%,N/A,0,12.071M,5.07
7QS.F,Filament Health Corp.,0.0570,+0.0070,+14.00%,"25,000","2,315",11.953M,N/A
ET8.F,Aeterna Zentaris Inc.,2.4550,-0.0950,-3.73%,1,63,11.921M,N/A
6H9.F,MCI Onehealth Technologies Inc.,0.1090,-0.0010,-0.91%,"9,400",164,11.916M,N/A
PF0.F,NetraMark Holdings Inc.,0.2040,+0.0190,+10.27%,N/A,0,11.83M,N/A
LHI.F,Living Cell Technologies Limited,0.0065,0.0000,0.00%,"150,000",0,11.746M,N/A
NV3P.F,"NanoViricides, Inc.",0.9800,+0.0050,+0.51%,"7,560",17,11.619M,N/A
DBI.DU,Deutsche Biotech Innovativ AG,12.20,-1.30,-9.63%,100,2,11.557M,N/A
31R.F,Revive Therapeutics Ltd.,0.0276,+0.0010,+3.76%,950,"2,358",13.959M,N/A
COJ0.F,CombiGene AB (publ),0.5390,-0.0080,-1.46%,200,3,11.308M,1.63
38H.F,HS GovTech Solutions Inc.,0.1890,+0.0100,+5.59%,"5,000",622,11.773M,N/A
TA5.F,Circio Holding ASA,0.0487,-0.0022,-4.32%,"10,000",505,11.285M,N/A
1R3.F,Izotropic Corporation,0.2090,+0.0020,+0.97%,"1,000",131,11.047M,N/A
4DE.F,BiVictriX Therapeutics Plc,0.1500,0.0000,0.00%,N/A,0,10.763M,N/A
78D.F,Alzinova AB (publ),0.2285,-0.0115,-4.79%,700,222,11.255M,N/A
IG7.F,Memphasys Limited,0.0070,+0.0005,+7.69%,"400,000",0,11.237M,N/A
G1G.F,Zelira Therapeutics Limited,0.8950,-0.0200,-2.19%,"5,671",152,11.175M,N/A
ANWA.F,Immuron Limited,1.7300,-0.0500,-2.81%,750,13,11.161M,N/A
WQ5.F,Genflow Biosciences plc,0.0350,0.0000,0.00%,"50,000",877,12.075M,N/A
PYPB.F,IXICO plc,0.2040,+0.0020,+0.99%,"5,000",0,11.116M,N/A
ANW.F,Immuron Limited,0.0450,-0.0010,-2.17%,"80,000","1,403",10.832M,N/A
CBO.F,"Imunon, Inc.",1.1900,-0.0600,-4.80%,132,36,10.825M,N/A
TGKQ.F,"Precipio, Inc.",0.3860,-0.0220,-5.39%,"3,300",57,10.823M,N/A
LD6.F,Core One Labs Inc.,0.2605,+0.0025,+0.97%,"13,050","13,322",10.757M,N/A
3D7.F,Willow Biosciences Inc.,0.0835,+0.0030,+3.73%,400,7,11.588M,N/A
ANU.F,XORTX Therapeutics Inc.,0.5620,-0.0340,-5.70%,"1,000",908,10.662M,N/A
5J3.F,SciBase Holding AB (publ),0.0764,-0.0083,-9.80%,100,0,10.656M,N/A
6T40.F,"Trevena, Inc.",0.9340,+0.0080,+0.86%,"1,000",740,10.599M,N/A
RT20.F,"Surgalign Holdings, Inc.",1.0620,+0.0790,+8.04%,24,30,10.577M,N/A
8G8.F,CS Medica A/S,0.8160,+0.0340,+4.35%,N/A,0,10.55M,N/A
25I.F,ImmuPharma plc,0.0250,-0.0016,-6.02%,"2,500",0,11.991M,N/A
5C6.F,Clearbridge Health Limited,0.0160,0.0000,0.00%,"255,222",0,11.072M,N/A
AP8N.F,Aptevo Therapeutics Inc.,1.4380,-0.0060,-0.42%,40,15,10.483M,0.48
3VG.F,Theranexus Société Anonyme,1.8320,-0.1680,-8.40%,"1,111",19,10.273M,N/A
0JV.F,"iBio, Inc.",0.6200,-0.0250,-3.88%,"3,300",482,10.465M,N/A
S7C.F,Stenocare A/S,0.8640,+0.0280,+3.35%,560,0,10.432M,N/A
T5O.DE,bioXXmed AG,2.0200,+0.1500,+8.02%,"4,000",867,10.378M,N/A
AI1.F,Biofrontera Inc.,0.3630,-0.0050,-1.36%,"5,000",0,10.346M,N/A
4QG.F,PCI Biotech Holding ASA,0.1966,-0.0214,-9.82%,"3,500",61,7.338M,N/A
TN7.F,"Titan Pharmaceuticals, Inc.",0.6750,-0.0200,-2.88%,93,32,10.3M,N/A
SFY.F,"Theriva Biologics, Inc.",0.6300,-0.0100,-1.56%,204,6,10.214M,N/A
IS8.DE,ifa systems AG,3.6800,0.0000,0.00%,"1,041","1,015",10.12M,N/A
4R8.F,SCWorx Corp.,0.7450,+0.5560,+294.18%,250,1,18.581M,N/A
APE0.F,Addex Therapeutics Ltd,0.5800,-0.0150,-2.52%,750,828,9.758M,N/A
80R.F,AroCell AB (publ),0.0338,-0.0048,-12.44%,100,0,9.25M,N/A
1I4.F,HeraMED Limited,0.0370,-0.0020,-5.13%,"5,670",274,9.813M,N/A
1IY.F,Monopar Therapeutics Inc.,0.7600,-0.0150,-1.94%,250,56,10.165M,N/A
85Q.F,Trellus Health plc,0.0205,-0.0055,-21.15%,N/A,0,9.995M,N/A
AOHA.F,RUA Life Sciences plc,0.4300,0.0000,0.00%,111,0,9.993M,N/A
7A7.SG,Trees Corporation,0.0825,0.0000,0.00%,0,"1,529",10.192M,N/A
IS8.F,ifa systems AG,3.5800,-0.0200,-0.56%,565,16,9.899M,N/A
2FV.F,ScandiDos AB (publ),0.1850,+0.0105,+6.02%,"16,000",0,10.41M,N/A
7NS.F,"Palisade Bio, Inc.",1.4460,-0.0320,-2.17%,"2,150",202,9.759M,N/A
T5O.F,bioXXmed AG,1.8500,0.0000,0.00%,"2,735",0,9.761M,N/A
9DS.F,Duearity AB (publ),0.5340,-0.0060,-1.11%,512,0,9.705M,N/A
E7F0.F,Cizzle Biotechnology Holdings Plc,0.0265,+0.0010,+3.92%,"2,500",0,9.649M,N/A
18H.F,PreveCeutical Medical Inc.,0.0180,0.0000,0.00%,"2,500","4,314",9.635M,N/A
2H0A.F,"Exicure, Inc.",1.0350,+0.0630,+6.48%,"1,000",0,9.449M,N/A
EAJF.F,ValiRx plc,0.0900,-0.0130,-12.62%,"2,270",0,9.57M,N/A
PXH.F,Pixium Vision SA,0.0482,+0.0006,+1.26%,"2,500","2,979",9.507M,N/A
42FB.F,AI/ML Innovations Inc.,0.1800,+0.0320,+21.62%,"8,400",931,9.299M,N/A
20MP.F,Mountain Valley MD Holdings Inc.,0.0180,-0.0032,-15.09%,"13,000",377,10.037M,N/A
P6P2.F,RepliCel Life Sciences Inc.,0.1320,+0.0010,+0.76%,"1,500",254,9.308M,N/A
8L7.F,Medhelp Care Aktiebolag (publ),0.2970,+0.0010,+0.34%,N/A,0,9.173M,N/A
2Q3A.F,"9 Meters Biopharma, Inc.",0.6340,-0.0185,-2.84%,800,155,9.167M,N/A
K1Z.F,Chordate Medical Holding AB (publ),0.0287,-0.0003,-1.03%,500,8,9.044M,N/A
DX9.F,Deltex Medical Group plc,0.0050,-0.0005,-9.09%,"15,000",919,9.038M,N/A
8EV.F,Evgen Pharma plc,0.0215,0.0000,0.00%,"3,000",0,9.896M,N/A
2PU.F,"Pulmatrix, Inc.",2.4150,+0.0150,+0.62%,400,29,9.22M,N/A
0EH.F,Toleranzia AB,0.0574,-0.0008,-1.37%,"1,014",0,8.432M,N/A
UOM.MU,AS Latvijas Juras medicinas centrs,11.00,0.00,0.00%,250,0,8.8M,N/A
9H4.F,"LungLife AI, Inc.",0.3240,0.0000,0.00%,N/A,0,9.335M,N/A
BQB1.F,Yourgene Health Plc,0.0005,0.0000,0.00%,"20,005",350,8.723M,N/A
7N8.SG,IntegraGen SA,1.2600,0.0000,0.00%,0,0,8.616M,N/A
7PL.F,ProstaLund AB (publ),0.1275,-0.0075,-5.56%,100,1,8.457M,N/A
P99.MU,CodeLab Capital AS,0.0428,0.0000,0.00%,"14,500",0,8.511M,N/A
UXI4.F,"Cyclacel Pharmaceuticals, Inc.",0.6180,+0.0410,+7.11%,400,7,8.465M,N/A
AAQ1.DE,aap Implantate AG,0.9450,0.0000,0.00%,"5,179","2,930",8.463M,N/A
49Y0.F,"Avenue Therapeutics, Inc.",1.0390,+0.0150,+1.46%,750,389,8.417M,N/A
ARAH.F,Aleafia Health Inc.,0.0005,0.0000,0.00%,100,94,8.419M,N/A
AAQ1.F,aap Implantate AG,0.9400,+0.0100,+1.08%,"1,000",123,8.418M,N/A
NGQ1.F,Medicure Inc.,0.7850,-0.0250,-3.09%,23,18,8.385M,9.81
TD7.F,Sensidose AB,0.6650,-0.0200,-2.92%,100,1,8.344M,N/A
FJY.F,Acrux Limited,0.0260,-0.0005,-1.89%,500,105,8.33M,N/A
HGF2.F,"Catalyst Biosciences, Inc.",0.2014,+0.0062,+3.18%,"4,200",73,8.297M,1.01
3QP.F,Predictmedix Inc.,0.0330,-0.0035,-9.59%,"21,000","5,000",8.065M,N/A
1TB.F,Orphazyme A/S,0.2185,-0.0260,-10.63%,"1,500",267,7.716M,N/A
V5D1.SG,Delta 9 Cannabis Inc.,0.0412,-0.0006,-1.44%,0,0,8.073M,N/A
3080.F,"Conformis, Inc.",1.0680,+0.0540,+5.33%,"2,100",36,8.374M,N/A
4Z7.F,IRRAS AB (publ),0.0101,0.0000,0.00%,"20,000",0,8.289M,N/A
0N6A.F,TME Pharma N.V.,1.5000,+0.1360,+9.97%,"2,000",517,8.301M,N/A
OB3.F,OptiBiotix Health Plc,0.0840,+0.0005,+0.60%,"1,000",0,8.006M,1.20
6FV.F,SoftOx Solutions AS,0.6680,-0.0120,-1.76%,"2,000",0,7.909M,N/A
V5D1.F,Delta 9 Cannabis Inc.,0.0336,+0.0034,+11.26%,"5,500",96,7.705M,N/A
5IU.F,Isofol Medical AB (publ),0.0346,-0.0037,-9.66%,"10,000",0,7.633M,N/A
76D.F,Medesis Pharma S.A.,1.7250,-0.0850,-4.70%,500,8,7.573M,N/A
737.F,"NexImmune, Inc.",0.2720,-0.0080,-2.86%,"12,500",219,7.568M,N/A
I8S.SG,Intrasense Société anonyme,0.3900,-0.0020,-0.51%,0,0,8.3M,N/A
EJU.F,"Aethlon Medical, Inc.",0.3260,+0.0190,+6.19%,"7,000",218,7.488M,N/A
NLZ.F,"NeuroMetrix, Inc.",0.7880,-0.0300,-3.67%,"10,000",0,7.445M,N/A
12Q.F,Intelligent Bio Solutions Inc.,2.9000,-0.2800,-8.81%,250,24,6.758M,N/A
M5B.F,Lifeist Wellness Inc.,0.0155,+0.0010,+6.90%,350,"2,457",7.397M,N/A
RVKA.F,Omega Diagnostics Group PLC,0.0290,0.0000,0.00%,250,0,7.36M,N/A
2QE.F,2cureX AB (publ),0.4120,0.0000,0.00%,"1,000",297,7.792M,N/A
2VF0.F,Hemostemix Inc.,0.0820,-0.0010,-1.20%,"3,100",0,6.928M,N/A
P99.F,CodeLab Capital AS,0.0336,-0.0014,-4.00%,"1,300",22,7.233M,N/A
P0J.F,Aptamer Group plc,0.1040,-0.0220,-17.46%,"2,000",0,7.186M,N/A
SLZA.F,"Enveric Biosciences, Inc.",3.4550,+0.1600,+4.86%,"3,000",52,7.18M,N/A
P52.F,Newbury Pharmaceuticals AB (publ),0.2750,+0.0290,+11.79%,"10,000",0,7.092M,N/A
X90.F,ProBiotix Limited,0.0290,0.0000,0.00%,500,8,7.074M,N/A
4VV.F,Juva Life Inc.,0.0410,-0.0030,-6.82%,"9,223","3,518",6.727M,N/A
1FX.SG,Ananda Developments Plc,0.0040,-0.0005,-11.11%,0,0,6.957M,N/A
3KT.F,Kontigo Care AB (publ),0.2480,-0.0030,-1.20%,"7,000",0,7.033M,24.80
NEL0.F,"NantHealth, Inc.",0.7500,-0.0500,-6.25%,95,47,6.926M,N/A
3FZ.SG,Aqua Bio Technology ASA,0.3140,+0.0050,+1.62%,0,0,6.851M,N/A
DP80.F,Diffusion Pharmaceuticals Inc.,3.2400,-0.0400,-1.22%,"11,000",192,6.892M,N/A
6XB.SG,Biophytis SA,0.0174,+0.0001,+0.58%,0,0,"240,043",N/A
6L7A.F,"Bellerophon Therapeutics, Inc.",0.6420,+0.0140,+2.23%,"68,530",80,6.709M,N/A
28L.F,PEPTONIC medical AB (publ),0.0056,0.0000,0.00%,100,0,6.818M,N/A
6XB.F,Biophytis S.A.,0.0182,+0.0003,+1.68%,500,885,6.576M,N/A
H2K2.F,XTL Biopharmaceuticals Ltd.,1.0600,+0.0500,+4.95%,150,0,6.549M,N/A
CNW.F,co.don AG,0.0252,0.0000,0.00%,500,"3,229",6.547M,N/A
1XT.F,Xintela AB (publ),0.0114,-0.0042,-26.92%,"4,125",85,5.284M,N/A
31A.F,TheraVet SA,1.8050,-0.0850,-4.50%,50,0,5.819M,N/A
7IZ.F,Ziccum AB (publ),0.4520,-0.0180,-3.83%,1,0,6.484M,N/A
WQ3.F,Inno-Gene S.A.,1.0800,0.0000,0.00%,N/A,0,6.464M,N/A
8HX.F,Akso Health Group,0.2680,+0.0100,+3.88%,"3,000",0,6.454M,N/A
VCC.F,"Fresh Tracks Therapeutics, Inc.",0.7785,-0.0215,-2.69%,"1,000",36,6.452M,N/A
56U1.F,"Revelation Biosciences, Inc.",1.0000,-0.0500,-4.76%,500,162,6.384M,0.02
J90.F,NurExone Biologic Inc.,0.1420,-0.0020,-1.39%,"10,000",0,6.354M,N/A
6OD.F,ODI Pharma AB (publ),0.3800,-0.0100,-2.56%,300,0,6.323M,N/A
OM5A.F,Observe Medical ASA,0.1076,+0.0062,+6.11%,"1,000",17,6.309M,N/A
PGO.F,Prostatype Genomics AB (publ),0.0444,+0.0016,+3.74%,"43,000",756,6.287M,N/A
XMP0.F,"Plus Therapeutics, Inc.",2.7700,+0.0200,+0.73%,6,18,6.267M,N/A
JNX.F,Therma Bright Inc.,0.0280,+0.0010,+3.70%,"1,000","4,838",6.185M,N/A
EIF.F,MedNation AG,2.0400,0.0000,0.00%,800,36,6.156M,N/A
8LY.F,OncoZenge AB (publ),0.4880,-0.0500,-9.29%,50,252,6.085M,N/A
2QG.F,Quantum Genomics Société Anonyme,0.1582,+0.0062,+4.08%,"6,600",261,5.796M,N/A
2YZ.F,"Regional Health Properties, Inc.",3.1600,+0.1400,+4.64%,937,0,6.379M,N/A
1YR.F,Immunovia AB (publ),0.1188,-0.0202,-14.53%,50,0,6.526M,N/A
3DMA.F,"Kintara Therapeutics, Inc.",3.3600,-0.0600,-1.75%,200,29,5.75M,N/A
VG2.F,"Avinger, Inc.",0.5400,0.0000,0.00%,"2,000",166,5.814M,N/A
4A1.F,Cereno Scientific AB (publ),0.0289,+0.0002,+0.70%,"5,000",0,6.201M,N/A
WF6.F,MindBio Therapeutics Corp.,0.0540,+0.0010,+1.89%,"6,000","43,826",5.798M,N/A
2EB0.F,"Quoin Pharmaceuticals, Ltd.",0.4850,+0.0030,+0.62%,100,92,5.858M,0.00
RBR.F,Coala-Life Group AB (publ),0.0158,-0.0075,-32.19%,250,4,5.771M,N/A
2QG.SG,Quantum Genomics Société Anonyme,0.1542,+0.0028,+1.85%,0,35,5.672M,N/A
GPH.F,Galmed Pharmaceuticals Ltd.,3.4000,-0.0200,-0.58%,1,24,5.726M,N/A
111A.F,"Sintx Technologies, Inc.",1.4100,+0.0200,+1.44%,"1,088",57,5.874M,N/A
699.F,Cloud DX Inc.,0.0560,-0.0220,-28.21%,"1,000",0,5.674M,N/A
3ZQ0.F,Ayurcann Holdings Corp.,0.0330,-0.0015,-4.35%,"2,000","1,342",6.242M,N/A
BJ93.F,Benitec Biopharma Inc.,0.1990,+0.0020,+1.02%,"5,200",175,5.631M,N/A
O8Z3.F,"Sonoma Pharmaceuticals, Inc.",1.1850,-0.0250,-2.07%,"1,300",44,5.617M,N/A
26HA.F,"Helius Medical Technologies, Inc.",0.1850,+0.0200,+12.12%,"12,000",471,6.224M,9.25
3WD.F,Kanabo Group Plc,0.0090,-0.0120,-57.14%,270,4,5.575M,N/A
4RM.F,"Ra Medical Systems, Inc",0.9680,-0.0320,-3.20%,30,0,5.196M,N/A
3NVN.F,Nass Valley Gateway Ltd.,0.0150,0.0000,0.00%,"4,000","1,701",5.411M,N/A
7UX.F,Spago Nanomedical AB (publ),0.0554,+0.0006,+1.09%,100,0,5.39M,N/A
IM11.F,Implanet S.A.,0.1284,-0.0036,-2.73%,846,0,5.389M,N/A
0NF0.F,Mydecine Innovations Group Inc.,0.2160,-0.0180,-7.69%,100,"4,250",5.388M,N/A
O7PA.F,"NeuBase Therapeutics, Inc.",0.1590,0.0000,0.00%,"9,000",7,5.376M,N/A
1YG.F,Mendus AB (publ),0.0265,-0.0126,-32.23%,100,1,7.074M,N/A
C6O.F,"Clovis Oncology, Inc.",0.0370,0.0000,0.00%,"1,781","1,785",5.363M,N/A
4WE0.F,Entourage Health Corp.,0.0100,+0.0020,+25.00%,"5,000",103,5.334M,N/A
CLB.F,Christina Lake Cannabis Corp.,0.0365,0.0000,0.00%,"20,000",0,5.347M,N/A
NPAU.F,BetterLife Pharma Inc.,0.0460,-0.0025,-5.15%,"59,000",2,5.567M,N/A
8FW.F,Tryp Therapeutics Inc.,0.0380,-0.0125,-24.75%,"16,000","2,359",5.299M,N/A
8WK.F,Abera Bioscience AB,0.3150,+0.0490,+18.42%,N/A,0,5.204M,N/A
5Y1.F,IQ-AI Limited,0.0205,-0.0015,-6.82%,"3,000",0,5.153M,N/A
8VY.F,Scandion Oncology A/S,0.1066,+0.0008,+0.76%,500,0,5.149M,N/A
3HB.F,Hybrigenics Societe Anonyme,0.0477,+0.0008,+1.71%,319,5,2.695M,N/A
2RH0.F,RedHill Biopharma Ltd.,1.7400,-0.0700,-3.87%,35,185,5.132M,N/A
BPC.F,"Timber Pharmaceuticals, Inc.",1.6800,0.0000,0.00%,"3,000",34,5.115M,N/A
M02.SG,iZafe Group AB (publ),0.0158,-0.0012,-7.06%,0,0,5.081M,N/A
JC4.F,Universal Ibogaine Inc.,0.0050,0.0000,0.00%,100,83,4.998M,N/A
8E8.F,Elicera Therapeutics AB (publ),0.2270,-0.0040,-1.73%,"4,600",0,4.989M,N/A
61N1.F,StageZero Life Sciences Ltd.,0.0330,+0.0010,+3.12%,"16,000",0,4.958M,N/A
954.F,Awakn Life Sciences Corp.,0.1350,-0.0360,-21.05%,"10,114",353,4.933M,N/A
ELN.F,Elanix Biotechnologies AG,0.0505,+0.0005,+1.00%,"4,000","1,220",4.856M,N/A
PMM1.F,Carebook Technologies Inc.,0.0365,-0.0090,-19.78%,500,0,4.801M,N/A
EV00.F,"Evoke Pharma, Inc.",1.4300,-0.0500,-3.38%,500,26,4.781M,N/A
4960.F,Braxia Scientific Corp.,0.0180,0.0000,0.00%,"2,000",121,4.747M,N/A
0IC0.F,New Leaf Ventures Inc,0.0800,+0.0340,+73.91%,N/A,0,4.507M,N/A
5CE.F,Certive Solutions Inc.,0.0175,-0.0010,-5.41%,"15,000",263,4.721M,N/A
8V6.F,Scandinavian ChemoTech AB (publ),0.3040,-0.0140,-4.40%,100,0,4.693M,N/A
5LH.F,Guard Therapeutics International AB (publ),0.0038,-0.0024,-38.71%,50,0,3.427M,N/A
0GO.F,N4 Pharma Plc,0.0100,-0.0010,-9.09%,600,0,4.47M,N/A
L7T.F,Unidoc Health Corp.,0.3920,-0.0020,-0.51%,500,8,4.52M,N/A
NTY.SG,Nabriva Therapeutics plc,1.3300,+0.0300,+2.31%,0,0,4.497M,N/A
6YX0.F,Lobe Sciences Ltd.,0.0200,0.0000,0.00%,"2,500",0,4.468M,N/A
84SA.F,SLANG Worldwide Inc.,0.0200,0.0000,0.00%,"50,000",0,4.465M,N/A
2UE.F,Heritage Cannabis Holdings Corp.,0.0030,+0.0025,+500.00%,19,351,38.332M,N/A
E76.SG,NeoDynamics AB (publ),0.0330,0.0000,0.00%,0,0,4.414M,N/A
NTY.F,Nabriva Therapeutics plc,1.3400,+0.0200,+1.52%,20,7,4.395M,N/A
7EY0.F,"Kiora Pharmaceuticals, Inc.",0.6600,+0.0100,+1.54%,75,23,4.378M,N/A
7R9.F,"Qualigen Therapeutics, Inc.",0.8620,-0.0250,-2.82%,400,185,4.355M,N/A
LUR.F,Luxbright AB (publ),0.0452,+0.0038,+9.18%,100,0,4.345M,N/A
E8M.F,Elixinol Wellness Limited,0.0065,0.0000,0.00%,"200,000",0,4.301M,N/A
5J2.F,Gabather AB (publ),0.2570,+0.0090,+3.63%,120,0,4.171M,N/A
MPM.F,"Micron Solutions, Inc.",1.3200,-0.0900,-6.38%,"1,000",0,4.19M,N/A
BPXA.F,"Bellicum Pharmaceuticals, Inc.",0.3640,+0.0580,+18.95%,"1,000",114,4.188M,N/A
NYZ.SG,Novacyt S.A.,0.4358,-0.0062,-1.40%,0,0,29.517M,N/A
75J.F,Leveljump Healthcare Corp.,0.0385,-0.0005,-1.28%,"2,520",0,4.053M,N/A
8N1.F,Biosergen AB,0.0895,0.0000,0.00%,70,0,4.019M,N/A
2F50.F,BiondVax Pharmaceuticals Ltd.,1.2200,+0.0200,+1.67%,800,40,4.28M,N/A
TFHD.F,THC Biomed Intl Ltd.,0.0215,0.0000,0.00%,"35,000",614,3.994M,N/A
AUH.F,EGF Theramed Health Corp.,0.3000,0.0000,0.00%,"3,000","2,539",3.99M,1.67
4MB.F,AlphaHelix Molecular Diagnostics AB (publ),0.0470,-0.0036,-7.11%,800,0,3.385M,N/A
G09.F,Genomic Vision Société Anonyme,0.0093,0.0000,0.00%,"80,000","2,759",3.88M,N/A
4CX.F,Cyxone AB (publ),0.0342,-0.0082,-19.34%,"10,000",511,4.308M,N/A
3K7A.F,Silo Wellness Inc.,0.0090,+0.0020,+28.57%,"20,000",350,3.189M,N/A
7UD.F,Braster S.A.,0.1230,0.0000,0.00%,"2,000",0,3.83M,N/A
ECX1.DE,Epigenomics AG,0.9400,+0.0400,+4.44%,"1,241","2,438",3.847M,N/A
L7R.F,Lipidor AB (publ),0.1120,-0.0035,-3.03%,"3,000",52,3.847M,N/A
APH0.F,"Ampio Pharmaceuticals, Inc.",0.2080,+0.0040,+1.96%,125,251,3.267M,N/A
5KC.F,Pila Pharma AB (publ),0.1975,-0.0415,-17.36%,100,0,3.798M,N/A
9TH0.F,Epsilon Healthcare Limited,0.0100,0.0000,0.00%,"4,000",70,3.769M,N/A
ECX1.F,Epigenomics AG,0.8700,-0.0150,-1.69%,3,51,3.768M,N/A
MWG0.F,InMed Pharmaceuticals Inc.,1.1320,+0.0100,+0.89%,"1,000",131,3.768M,N/A
4K4.F,Stayble Therapeutics AB (publ),0.1065,+0.0015,+1.43%,"4,750",0,3.657M,N/A
W04.F,The BC Bud Corporation,0.0555,-0.0010,-1.77%,N/A,0,3.706M,N/A
L0MA.F,Nextleaf Solutions Ltd.,0.0285,-0.0035,-10.94%,"27,098","1,243",3.699M,N/A
782.F,Scandinavian Real Heart AB (Publ),0.1055,-0.0255,-19.47%,"1,500",114,3.69M,N/A
9JV.F,Redwood Pharma AB,0.0312,-0.0008,-2.50%,"10,000",175,3.622M,N/A
LL30.F,Pangenomic Health Inc.,0.0340,-0.0054,-13.71%,"1,000","8,824",3.605M,N/A
I02.F,"IMAC Holdings, Inc.",0.1060,0.0000,0.00%,"10,136","1,123",3.577M,N/A
99Z.F,Modus Therapeutics Holding AB (publ),0.2030,-0.0040,-1.93%,"1,000",17,3.573M,N/A
04I.F,InVivo Therapeutics Holdings Corp.,1.1420,-0.1240,-9.79%,400,92,3.546M,N/A
8V8.F,Genetic Analysis AS,0.1245,-0.0005,-0.40%,1,0,3.489M,N/A
97X.F,"Irwin Naturals, Inc.",1.0100,-0.1100,-9.82%,100,0,3.421M,N/A
