Product Status,Instrument,ISIN,WKN,Product Assignment Group Description,Market Maker,Specialist,First Trading Date,Last Trading Date
Active,COSTAR GROUP INC.  DL- 01,US22160N1090,000922134,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2014-03-05,
Active,NICE LTD. ADR/4 O.N.,US6536561086,000905394,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,GENIE ENERGY LTD B DL- 01,US3722842081,000A1JMHT,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-07-23,
Active,KAMAN CORP.-COM.     DL 1,US4835481031,000861220,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-03-21,
Active,COTY INC.CL.A     DL - 01,US2220702037,000A1WY6X,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2013-06-17,
Active,NIDEC CORP.SPONS.ADR/1/4,US6540901096,000505531,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,KANDI TECHNOL.GRP DL- 001,US4837091010,000A0M9BA,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,NIKE INC. B,US6541061031,000866993,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,COUSINS PTIES INC.   DL 1,US2227955026,000A2PL1S,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2019-06-17,
Active,NINE ENERGY SVC   DL - 01,US65441V1017,000A2JBN9,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-01-25,
Active,KARYOPHARM THERAP.DL-0001,US48576U1060,000A1W77U,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-03-07,
Active,GENPREX INC     DL- 001,US3724461047,000A2JHMQ,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-05-07,
Active,KB HOME              DL 1,US48666K1097,000876635,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NINTENDO UNS.ADR/0 25O.N.,US6544453037,000905551,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,COVENANT LOG.GRP.A DL- 01,US22284P1057,000893229,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-09-23,
Active,GENUINE PARTS        DL 1,US3724601055,000858406,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NIPPON TEL.+TEL.ADR,US6546241059,000893732,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,NISOURCE INC.,US65473P1057,000876731,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,COVESTRO AG SP.ADR 1/2,US22304D2071,000A2DPX5,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-20,
Active,GENTHERM INC. A,US37253A1034,000A1J4AC,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,NISSAN MOTOR SP. ADR/2,US6547444082,000877365,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2015-12-02,
Active,KELLOGG CO.       DL - 25,US4878361082,000853265,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,NIU TECH. ADR/2 A - 0001,US65481N1000,000A2N7LN,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-10-25,
Active,GERDAU S.A. PFD ADR 1,US3737371050,000915270,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,KELLY SERVS INC. A DL 1,US4881522084,000871732,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NOAH HLDGS LTD SP.ADR/2,US65487X1028,000A1C8V1,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CRACKER BARREL OLD DL- 01,US22410J1060,000A0RD0J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GERMAN AMERICAN BANCORP,US3738651047,000923760,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NOKIA OYJ A ADR 1/EO- 06,US6549022043,000892885,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,GERON CORP. (DEL.) DL-001,US3741631036,000902213,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KEMPER CORP.       DL- 10,US4884011002,000A1JEFA,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-03-23,
Active,CRED. ACC. CORP.,US2253101016,000884343,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-05-22,
Active,GEVO INC.          DL- 01,US3743964062,000A2DH1V,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-06-05,
Active,KENNAMETAL INC.   DL 1 25,US4891701009,000855783,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,NOMURA HLDGS ADR/1 O.N.,US65535H2085,000912593,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,KENNEDY-WILSON   DL- 0001,US4893981070,000A0YFMB,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2014-03-05,
Active,GIBRALTAR INDS     DL- 01,US3746891072,000A0DK96,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NOODLES+CO. A      DL- 01,US65540B1052,000A1W1QK,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-07-05,
Active,KEURIG DR PEPPER   DL- 01,US49271V1008,000A2JQPZ,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2018-07-12,
Active,GILEAD SCIENCES   DL- 001,US3755581036,000885823,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NORDSON CORP.,US6556631025,000866725,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KEY TRONIC CORP.,US4931441095,000868040,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,GIVAUDAN ADR 1/50/SF 10,US37636P1084,000A0RMT2,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-06-28,
Active,CRESUD SA COM. IND.ADR/10,US2264061068,000906164,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NORDSTROM INC.,US6556641008,000867804,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KEYCORP              DL 1,US4932671088,000869353,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GLACIER BANCORP    DL- 01,US37637Q1058,000634810,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-03-04,
Active,CRINETICS PHARM. DL- 001,US22663K1079,000A2JQTJ,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-07-23,
Active,NORFOLK STHN CORP.   DL 1,US6558441084,000867028,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KEYSIGHT TECHS     DL- 01,US49338L1035,000A12B6J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-10-28,
Active,GLADSTONE CAPITAL CORP.,US3765351008,000797937,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-03-10,
Active,CRITEO SA SP.ADR1 EO- 025,US2267181046,000A1W5UR,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-11-05,
Active,NORSK HYDRO NK ADR 1 098,US6565316055,000871628,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,KEZAR LIFE SCIENC.DL- 001,US49372L1008,000A2JPE7,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-07-03,
Active,GLADSTONE COMM.  DL- 01,US3765361080,000260884,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-01-20,
Active,CROCS INC. DL- 001,US2270461096,000A0HM52,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,KFORCE INC.        DL- 01,US4937321010,000896864,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GLADSTONE INV.CORP.DL-001,US3765461070,000A0KES9,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-03-05,
Active,CROSS COUNT.HEAL.DL- 0001,US2274831047,000550897,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,NORTHN TRUST CORP.DL1 666,US6658591044,000854009,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KILROY REALTY CORP.DL- 01,US49427F1084,000905164,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,CROWDSTRIKE HLD. DL- 0005,US22788C1053,000A2PK2R,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2019-06-14,
Active,NORTHROP GRUMMAN DL 1,US6668071029,000851915,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CROWN CASTLE INC.,US22822V1017,000A12GN3,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-12-16,
Active,NORTHWEST BANCSHS  DL- 01,US6673401039,000A0YF80,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KIMBELL RTY PARTNERS L.P.,US49435R1023,000A2DNR8,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-03-23,
Active,CROWN HOLDINGS INC.  DL 5,US2283681060,000252092,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GLAUKOS CORP.     DL- 001,US3773221029,000A14VCK,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2015-07-01,
Active,NORTHWESTERN NEW   DL- 01,US6680743050,000A0DLGF,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2014-03-05,
Active,KIMBERLY-CLARK    DL 1 25,US4943681035,000855178,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ARTIVION INC.      DL- 01,US2289031005,000900006,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KIMCO REALTY       DL- 01,US49446R1095,000883111,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,GLENCORE PLC ADR 2 DL- 01,US37827X1000,000A1WY82,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2013-08-12,
Active,NOVA LJUBLJ.BK GDR REG.S,US66980N2036,000A2N84G,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-11-28,
Active,KINDER MORGAN P DL- 01,US49456B1017,000A1H6GK,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,CUBESMART          DL- 01,US2296631094,000A1JKQD,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NOVARTIS NAM. ADR 1,US66987V1098,000907122,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,GLOBAL NET LEASE   DL- 01,US3793782018,000A2DL1B,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-03-13,
Active,CUE BIOPHARM.INC. DL- 001,US22978P1066,000A2JAT5,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-05-04,
Active,GLOBAL PAYMENTS INC.,US37940X1028,000603111,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CULLEN/FROST BANKE.DL- 01,US2298991090,000906913,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NOVAVAX INC.       DL- 01,US6700024010,000A2PKMZ,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-05-13,
Active,KINSALE CAP.GRP.INC. - 01,US49714P1084,000A2APEC,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-10-05,
Active,NOVO-NORDISK B ADR/1DK 10,US6701002056,000866931,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,KION GROUP AG ADRS/1/4,US4972161016,000KGX887,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-08-27,
Active,CUMMINS INC.      DL 2 50,US2310211063,000853121,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,GLOBALTRANS INV.GDR REG S,US37949E2046,000A0NJ9S,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,KIRBY CORP.       DL 0 10,US4972661064,000863669,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-07-08,
Active,CUMULUS MEDIA INC ADL- 01,US2310828015,000A2PNCF,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2019-07-08,
Active,CURIS INC.         DL- 01,US2312692005,000A2JMX7,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-05-30,
Active,NOW INC.           DL- 01,US67011P1003,000A113R6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-10-09,
Active,GLOBUS MED.A NEW DL - 001,US3795772082,000A1J2LY,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-08-22,
Active,CURTISS-WRIGHT       DL 1,US2315611010,000850852,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,KITE REALTY GRP SBI DL-01,US49803T3005,000A1187P,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2014-08-12,
Active,NU SKIN ENTERPRISES A,US67018T1051,000903911,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GLOBE LIFE INC.      DL 1,US37959E1029,000A2PP68,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-08-13,
Active,CUTERA INC.       DL- 001,US2321091082,000A0B9QG,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-05-13,
Active,NUCANA  SP.ADR 1/ LS- 04,US67022C1062,000A2JD7E,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-04-04,
Active,GLYCOMIMETICS INC. DL-001,US38000Q1022,000A1W8HZ,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-01-22,
Active,KNIGHT-SWIFT TR. HLDGS A,US4990491049,000A2DW9M,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-09-13,
Active,NUCOR CORP.        DL- 40,US6703461052,000851918,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,GODADDY INC. CL.A DL- 001,US3802371076,000A14QAF,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2015-04-08,
Active,KNOWLES CORP.      DL- 01,US49926D1090,000A1XD6Z,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-03-06,
Active,CYMABAY THERAPEUT.DL-0001,US23257D1037,000A116DD,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-04-27,
Active,GOL L.A.I.PFD ADR 1/2,US38045R2067,000A2AE3E,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-02-26,
Active,KOC HOLDING ADR/5 TN 1,US49989A1097,000A0X92U,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-09-07,
Active,NUTANIX INC. A,US67059N1081,000A2ACQE,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2016-10-05,
Active,GOGO INC.        DL- 0001,US38046C1099,000A1W078,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2013-07-05,
Active,KOHL'S CORP.       DL- 01,US5002551043,000884195,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NVIDIA CORP.      DL- 001,US67066G1040,000918422,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NUVASIVE INC.     DL- 001,US6707041058,000A0CAYR,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,GOLD FIELDS ADR/1 RC- 50,US38059T1060,000862484,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GOLD RES CORP.    DL- 001,US38068T1051,000A0LCTL,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,OGE EN. CORP.     DL - 01,US6708371033,000858352,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GOLDEN ENTERTAINM. DL- 01,US3810131017,000A14XX5,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-03-29,
Active,AHOLD DELHAI.ADR16 EO- 25,US5004675014,000A2AJ7G,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2016-07-21,
Active,O'KEY GROUP SA GDR REG S,US6708662019,000A1C7DM,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,KONINKL. PHILIPS ADR - 20,US5004723038,000940936,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,CYTOKINETICS INC. DL- 001,US23282W6057,000A1W1KK,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2013-06-26,
Active,KONTOOR BRANDS INC.,US50050N1037,000A2PJSK,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2019-05-27,
Active,GOLDMAN SACHS GRP INC.,US38141G1040,000920332,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,O'REILLY AUTOMOTIV.DL- 01,US67103H1077,000A1H5JY,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,KOPPERS HOLDINGS   DL- 01,US50060P1066,000A0JC0E,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,GOLDMAN SACHS BDC DL- 001,US38147U1079,000A14P76,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-03-20,
Active,KOPIN CORP.        DL- 01,US5006001011,000888358,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,OSI SYSTEMS INC.,US6710441055,000909273,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,GOLUB CAPITAL BDC DL- 001,US38173M1027,000A1CXEA,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-04-08,
Active,CYTOSORBENTS CORP. DL- 01,US23283X2062,000A12GDU,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2015-01-08,
Active,KOREA EL. PWR ADR 1/2,US5006311063,000893161,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,GOODYEAR TIRE RUBBER,US3825501014,000851204,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,KOREA FUND INC.    DL- 01,US5006342092,000A0REA4,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,CYTOMX THERAPEUTICS INC.,US23284F1057,000A14158,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-10-19,
Active,OFS CREDIT CO. IN DL- 001,US67111Q1076,000A2N7LT,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-10-22,
Active,KORN FERRY        DL - 01,US5006432000,000919027,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-10-22,
Active,GOOSEHEAD INS. CL.ADL- 01,US38267D1090,000A2JNTN,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-08-09,
Active,DMC GLOBAL INC.    DL- 05,US23291C1036,000A2DGRK,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2016-11-16,
Active,KOSMOS ENERGY LTD  DL- 01,US5006881065,000A2PBCB,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-01-03,
Active,GOPRO INC. A DL - 0001,US38268T1034,000A1XE7G,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-06-26,
Active,KRAFT HEINZ CO.DL - 01,US5007541064,000A14TU4,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-07-07,
Active,GOSSAMER BIO INC.,US38341P1021,000A2PCBS,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2019-02-13,
Active,DBV TECH.SP.ADR 1/2 EO-10,US23306J1016,000A12EBR,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-11-18,
Active,KRATOS DEF.+SEC.NEW DL001,US50077B2079,000A0YAND,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,OCCIDENTAL PET.    DL- 20,US6745991058,000851921,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,GRACO INC.           DL 1,US3841091040,000859357,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
